SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,CAT,WIND,PRES
,Year,,,,,,,degrees_north,degrees_east,1,kts,mb
2022008S13148,2022,1,SP,EA,TIFFANY,20220108000000,MX,-11.9,147.9,-3,25,1007
2022008S13148,2022,1,SP,EA,TIFFANY,20220108030000,MX,-12.4,147.7,20,25,1007
2022008S13148,2022,1,SP,EA,TIFFANY,20220108060000,MX,-13.4,148.0,20,25,1004
2022008S13148,2022,1,SP,EA,TIFFANY,20220108090000,MX,-13.0,148.0,20,23,1006
2022008S13148,2022,1,SP,EA,TIFFANY,20220108120000,TS,-13.2,148.0,20,30,1004
2022008S13148,2022,1,SP,EA,TIFFANY,20220108150000,TS,-13.5,148.0,20,28,1003
2022008S13148,2022,1,SP,EA,TIFFANY,20220108180000,TS,-13.7,147.8,-1,30,1001
2022008S13148,2022,1,SP,EA,TIFFANY,20220108210000,TS,-13.9,147.5,20,30,1001
2022008S13148,2022,1,SP,EA,TIFFANY,20220109000000,TS,-13.9,147.3,20,35,998
2022008S13148,2022,1,SP,EA,TIFFANY,20220109030000,TS,-14.1,147.1,20,40,998
2022008S13148,2022,1,SP,EA,TIFFANY,20220109060000,TS,-14.0,146.9,30,40,995
2022008S13148,2022,1,SP,EA,TIFFANY,20220109090000,TS,-14.1,146.3,0,50,994
2022008S13148,2022,1,SP,EA,TIFFANY,20220109120000,TS,-13.9,145.9,0,55,992
2022008S13148,2022,1,SP,EA,TIFFANY,20220109150000,TS,-14.0,145.4,0,50,991
2022008S13148,2022,1,SP,EA,TIFFANY,20220109180000,TS,-14.1,144.9,0,60,990
2022008S13148,2022,1,SP,EA,TIFFANY,20220109210000,TS,-14.1,144.5,0,55,991
2022008S13148,2022,1,SP,EA,TIFFANY,20220110000000,TS,-14.2,144.1,30,60,989
2022008S13148,2022,1,SP,EA,TIFFANY,20220110030000,TS,-14.4,144.0,30,45,993
2022008S13148,2022,1,SP,EA,TIFFANY,20220110060000,TS,-14.6,143.7,0,35,994
2022008S13148,2022,1,SP,EA,TIFFANY,20220110090000,TS,-14.6,143.2,30,38,999
2022008S13148,2022,1,SP,EA,TIFFANY,20220110120000,TS,-14.6,142.7,20,30,1003
2022008S13148,2022,1,SP,EA,TIFFANY,20220110150000,TS,-14.6,142.3,-1,30,1003
2022008S13148,2022,1,SP,EA,TIFFANY,20220110180000,TS,-14.5,141.9,-1,30,1002
2022008S13148,2022,1,SP,EA,TIFFANY,20220110210000,TS,-14.4,141.3,0,33,1002
2022008S13148,2022,1,SP,EA,TIFFANY,20220111000000,TS,-14.5,141.1,21,40,1000
2022008S13148,2022,1,SP,EA,TIFFANY,20220111030000,TS,-14.8,140.6,21,35,1000
2022008S13148,2022,1,SP,EA,TIFFANY,20220111060000,TS,-14.9,139.7,0,35,998
2022008S13148,2022,1,SP,EA,TIFFANY,20220111090000,TS,-14.9,139.0,21,45,998
2022008S13148,2022,1,SP,EA,TIFFANY,20220111120000,TS,-14.9,138.0,0,50,995
2022008S13148,2022,1,SP,EA,TIFFANY,20220111150000,TS,-14.9,137.3,0,53,994
2022008S13148,2022,1,SP,EA,TIFFANY,20220111180000,TS,-14.8,136.7,30,55,992
2022008S13148,2022,1,SP,EA,TIFFANY,20220111210000,TS,-14.8,136.1,30,50,993
2022008S13148,2022,1,SP,EA,TIFFANY,20220112000000,TS,-14.7,135.4,30,50,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220112030000,TS,-14.6,134.5,0,43,996
2022008S13148,2022,1,SI,WA,TIFFANY,20220112060000,TS,-14.5,133.7,21,35,1000
2022008S13148,2022,1,SI,WA,TIFFANY,20220112090000,TS,-14.7,133.3,-1,33,1002
2022008S13148,2022,1,SI,WA,TIFFANY,20220112120000,TS,-14.7,132.9,-1,25,1004
2022008S13148,2022,1,SI,WA,TIFFANY,20220112150000,TS,-15.0,132.4,20,25,999
2022008S13148,2022,1,SI,WA,TIFFANY,20220112180000,TS,-15.1,131.8,-1,25,1002
2022008S13148,2022,1,SI,WA,TIFFANY,20220112210000,TS,-15.3,131.1,20,25,1001
2022008S13148,2022,1,SI,WA,TIFFANY,20220113000000,TS,-15.4,130.5,20,15,1002
2022008S13148,2022,1,SI,WA,TIFFANY,20220113030000,TS,-15.6,130.1,20,15,1001
2022008S13148,2022,1,SI,WA,TIFFANY,20220113060000,MX,-15.5,129.4,20,20,1000
2022008S13148,2022,1,SI,WA,TIFFANY,20220113090000,MX,-15.6,128.7,20,20,1000
2022008S13148,2022,1,SI,WA,TIFFANY,20220113120000,MX,-15.9,127.9,20,15,1005
2022008S13148,2022,1,SI,WA,TIFFANY,20220113150000,MX,-15.9,127.5,-3,20,1005
2022008S13148,2022,1,SI,WA,TIFFANY,20220113180000,MX,-16.0,126.8,-3,15,1000
2022008S13148,2022,1,SI,WA,TIFFANY,20220113210000,MX,-16.1,126.6,20,20,1000
2022008S13148,2022,1,SI,WA,TIFFANY,20220114000000,MX,-16.0,126.4,-3,20,1000
2022008S13148,2022,1,SI,WA,TIFFANY,20220114030000,MX,-16.5,126.0,20,15,1002
2022008S13148,2022,1,SI,WA,TIFFANY,20220114060000,TS,-16.8,125.7,20,25,999
2022008S13148,2022,1,SI,WA,TIFFANY,20220114090000,TS,-17.0,125.9,20,25,999
2022008S13148,2022,1,SI,WA,TIFFANY,20220114120000,TS,-16.5,125.4,20,15,998
2022008S13148,2022,1,SI,WA,TIFFANY,20220114150000,TS,-16.7,125.2,20,25,999
2022008S13148,2022,1,SI,WA,TIFFANY,20220114180000,TS,-17.0,125.2,20,15,999
2022008S13148,2022,1,SI,WA,TIFFANY,20220114210000,TS,-17.6,125.0,-1,15,1000
2022008S13148,2022,1,SI,WA,TIFFANY,20220115000000,MX,-17.6,124.7,20,20,1000
2022008S13148,2022,1,SI,WA,TIFFANY,20220115030000,MX,-18.2,124.5,20,18,997
2022008S13148,2022,1,SI,WA,TIFFANY,20220115060000,MX,-19.0,124.8,20,20,1001
2022008S13148,2022,1,SI,WA,TIFFANY,20220115090000,TS,-19.2,124.8,20,20,998
2022008S13148,2022,1,SI,WA,TIFFANY,20220115120000,TS,-19.7,125.0,-5,20,998
2022008S13148,2022,1,SI,WA,TIFFANY,20220115150000,TS,-20.4,125.2,-5,20,998
2022008S13148,2022,1,SI,WA,TIFFANY,20220115180000,TS,-21.0,125.6,-5,20,998
2022008S13148,2022,1,SI,WA,TIFFANY,20220115210000,TS,-21.4,125.9,20,23,995
2022008S13148,2022,1,SI,WA,TIFFANY,20220116000000,TS,-21.8,126.3,20,25,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220116030000,TS,-22.6,126.8,20,25,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220116060000,TS,-23.3,127.3,20,25,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220116090000,TS,-23.8,127.6,20,25,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220116120000,TS,-24.1,127.9,20,25,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220116150000,TS,-24.4,128.2,-5,25,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220116180000,TS,-24.7,128.4,-5,25,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220116210000,TS,-25.0,128.7,-5,28,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220117000000,TS,-25.3,129.0,-5,30,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220117030000,TS,-25.6,129.4,20,30,992
2022008S13148,2022,1,SI,WA,TIFFANY,20220117060000,TS,-26.0,129.9,20,30,992
2022008S17173,2022,2,SP,MM,CODY,20220107120000,TS,-17.4,172.8,-1,25,1004
2022008S17173,2022,2,SP,MM,CODY,20220107150000,TS,-17.5,172.7,-1,25,1004
2022008S17173,2022,2,SP,MM,CODY,20220107180000,TS,-17.7,172.7,-1,25,1004
2022008S17173,2022,2,SP,MM,CODY,20220107210000,TS,-18.0,172.7,-1,30,1001
2022008S17173,2022,2,SP,MM,CODY,20220108000000,TS,-18.2,172.8,0,35,997
2022008S17173,2022,2,SP,MM,CODY,20220108030000,TS,-18.3,172.9,0,35,997
2022008S17173,2022,2,SP,MM,CODY,20220108060000,TS,-18.4,173.1,0,35,996
2022008S17173,2022,2,SP,MM,CODY,20220108090000,TS,-18.5,173.2,0,35,998
2022008S17173,2022,2,SP,MM,CODY,20220108120000,TS,-18.6,173.4,0,35,999
2022008S17173,2022,2,SP,MM,CODY,20220108150000,TS,-18.5,173.7,0,38,997
2022008S17173,2022,2,SP,MM,CODY,20220108180000,TS,-18.3,174.2,0,40,995
2022008S17173,2022,2,SP,MM,CODY,20220108210000,TS,-18.1,174.7,0,35,998
2022008S17173,2022,2,SP,MM,CODY,20220109000000,TS,-18.1,175.3,-1,30,1000
2022008S17173,2022,2,SP,MM,CODY,20220109030000,TS,-18.4,175.8,-1,33,999
2022008S17173,2022,2,SP,MM,CODY,20220109060000,TS,-18.8,176.2,0,35,997
2022008S17173,2022,2,SP,MM,CODY,20220109090000,TS,-19.2,176.7,0,38,998
2022008S17173,2022,2,SP,MM,CODY,20220109120000,TS,-19.6,177.0,0,40,999
2022008S17173,2022,2,SP,MM,CODY,20220109150000,TS,-19.9,177.1,0,43,998
2022008S17173,2022,2,SP,MM,CODY,20220109180000,TS,-20.0,177.1,0,45,996
2022008S17173,2022,2,SP,MM,CODY,20220109210000,TS,-20.0,176.9,0,43,997
2022008S17173,2022,2,SP,MM,CODY,20220110000000,TS,-20.1,176.6,0,40,997
2022008S17173,2022,2,SP,MM,CODY,20220110030000,TS,-20.3,176.2,0,48,990
2022008S17173,2022,2,SP,MM,CODY,20220110060000,TS,-20.5,175.8,0,55,983
2022008S17173,2022,2,SP,MM,CODY,20220110090000,TS,-20.6,175.6,0,53,984
2022008S17173,2022,2,SP,MM,CODY,20220110120000,TS,-20.7,175.3,0,50,985
2022008S17173,2022,2,SP,MM,CODY,20220110150000,TS,-20.7,174.8,0,48,988
2022008S17173,2022,2,SP,MM,CODY,20220110180000,TS,-20.7,174.3,0,45,991
2022008S17173,2022,2,SP,MM,CODY,20220110210000,TS,-20.7,174.0,0,45,991
2022008S17173,2022,2,SP,MM,CODY,20220111000000,TS,-20.8,173.8,0,45,990
2022008S17173,2022,2,SP,MM,CODY,20220111030000,TS,-20.8,173.6,0,45,990
2022008S17173,2022,2,SP,MM,CODY,20220111060000,TS,-20.9,173.5,0,45,989
2022008S17173,2022,2,SP,MM,CODY,20220111090000,TS,-21.0,173.4,0,48,991
2022008S17173,2022,2,SP,MM,CODY,20220111120000,TS,-21.2,173.4,0,50,992
2022008S17173,2022,2,SP,MM,CODY,20220111150000,TS,-21.4,173.5,0,53,989
2022008S17173,2022,2,SP,MM,CODY,20220111180000,TS,-21.8,173.7,0,55,986
2022008S17173,2022,2,SP,MM,CODY,20220111210000,TS,-22.3,173.8,0,58,984
2022008S17173,2022,2,SP,MM,CODY,20220112000000,TS,-22.8,173.9,0,60,982
2022008S17173,2022,2,SP,MM,CODY,20220112030000,TS,-23.1,173.9,0,58,984
2022008S17173,2022,2,SP,MM,CODY,20220112060000,TS,-23.4,174.0,0,55,985
2022008S17173,2022,2,SP,MM,CODY,20220112090000,TS,-23.7,174.2,0,53,987
2022008S17173,2022,2,SP,MM,CODY,20220112120000,TS,-24.1,174.5,0,50,989
2022008S17173,2022,2,SP,MM,CODY,20220112150000,TS,-24.5,174.8,0,48,989
2022008S17173,2022,2,SP,MM,CODY,20220112180000,TS,-24.9,175.1,0,45,988
2022008S17173,2022,2,SP,MM,CODY,20220112210000,TS,-25.3,175.5,0,45,987
2022008S17173,2022,2,SP,MM,CODY,20220113000000,TS,-25.6,175.9,0,45,986
2022008S17173,2022,2,SP,MM,CODY,20220113030000,TS,-25.9,176.2,0,48,985
2022008S17173,2022,2,SP,MM,CODY,20220113060000,TS,-26.2,176.4,0,50,984
2022008S17173,2022,2,SP,MM,CODY,20220113090000,TS,-26.5,176.6,0,50,983
2022008S17173,2022,2,SP,MM,CODY,20220113120000,SS,-26.8,176.9,-2,50,982
2022008S17173,2022,2,SP,MM,CODY,20220113150000,SS,-27.2,177.2,-2,55,979
2022008S17173,2022,2,SP,MM,CODY,20220113180000,SS,-27.5,177.5,-2,60,976
2022008S17173,2022,2,SP,MM,CODY,20220113210000,SS,-27.7,177.5,-2,55,979
2022008S17173,2022,2,SP,MM,CODY,20220114000000,SS,-27.9,177.4,-2,50,981
2022008S17173,2022,2,SP,MM,CODY,20220114030000,SS,-28.0,177.7,-2,48,982
2022008S17173,2022,2,SP,MM,CODY,20220114060000,SS,-28.0,178.0,-2,45,983
2022008S17173,2022,2,SP,MM,CODY,20220114090000,SS,-28.0,178.2,-2,45,986
2022008S17173,2022,2,SP,MM,CODY,20220114120000,SS,-28.1,178.5,-2,45,989
2022008S17173,2022,2,SP,MM,CODY,20220114150000,SS,-28.2,178.8,-2,45,989
2022008S17173,2022,2,SP,MM,CODY,20220114180000,SS,-28.3,179.2,-2,45,989
2022008S17173,2022,2,SP,MM,CODY,20220114210000,SS,-28.4,179.6,-2,45,990
2022008S17173,2022,2,SP,MM,CODY,20220115000000,SS,-28.5,-180.0,-2,45,990
2022008S17173,2022,2,SP,MM,CODY,20220115030000,SS,-28.8,-179.6,-2,50,986
2022008S17173,2022,2,SP,MM,CODY,20220115060000,SS,-29.2,-179.3,-2,55,981
2022008S17173,2022,2,SP,MM,CODY,20220115090000,SS,-29.5,-179.0,-2,55,981
2022008S17173,2022,2,SP,MM,CODY,20220115120000,SS,-29.7,-178.7,-2,55,981
2022008S17173,2022,2,SP,MM,CODY,20220115150000,NR,,,-2,,
2022008S17173,2022,2,SP,MM,CODY,20220115180000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220115210000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220116000000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220116030000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220116060000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220116090000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220116120000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220116150000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220116180000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220116210000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220117000000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220117030000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220117060000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220117090000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220117120000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220117150000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220117180000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220117210000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220118000000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220118030000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220118060000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220118090000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220118120000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220118150000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220118180000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220118210000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220119000000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220119030000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220119060000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220119090000,NR,,,-5,,
2022008S17173,2022,2,SP,MM,CODY,20220119120000,NR,,,-5,,
2022020S13060,2022,3,SI,MM,ANA,20220120000000,MX,-13.1,59.1,-3,20,1007
2022020S13060,2022,3,SI,MM,ANA,20220120030000,MX,-13.4,59.1,-3,23,1007
2022020S13060,2022,3,SI,MM,ANA,20220120060000,TS,-13.7,59.1,-1,25,1006
2022020S13060,2022,3,SI,MM,ANA,20220120090000,TS,-13.9,59.1,-1,28,1005
2022020S13060,2022,3,SI,MM,ANA,20220120120000,TS,-14.2,59.0,-1,30,1003
2022020S13060,2022,3,SI,MM,ANA,20220120150000,TS,-14.6,58.9,-1,33,1002
2022020S13060,2022,3,SI,MM,ANA,20220120180000,TS,-14.9,58.7,0,35,1001
2022020S13060,2022,3,SI,MM,ANA,20220120210000,TS,-15.0,58.6,0,35,1001
2022020S13060,2022,3,SI,MM,ANA,20220121000000,TS,-15.2,58.4,0,35,1001
2022020S13060,2022,3,SI,MM,ANA,20220121030000,TS,-15.6,58.0,-1,33,1002
2022020S13060,2022,3,SI,MM,ANA,20220121060000,TS,-16.1,57.6,-1,30,1003
2022020S13060,2022,3,SI,MM,ANA,20220121090000,TS,-16.5,57.4,-1,28,1006
2022020S13060,2022,3,SI,MM,ANA,20220121120000,TS,-16.8,57.0,-1,25,1008
2022020S13060,2022,3,SI,MM,ANA,20220121150000,TS,-17.0,56.0,-1,28,1006
2022020S13060,2022,3,SI,MM,ANA,20220121180000,TS,-17.2,54.7,-1,30,1004
2022020S13060,2022,3,SI,MM,ANA,20220121210000,TS,-17.4,53.5,-1,30,1004
2022020S13060,2022,3,SI,MM,ANA,20220122000000,TS,-17.5,52.4,-1,30,1004
2022020S13060,2022,3,SI,MM,ANA,20220122030000,TS,-17.6,51.4,-1,33,1004
2022020S13060,2022,3,SI,MM,ANA,20220122060000,TS,-17.6,50.4,0,35,1004
2022020S13060,2022,3,SI,MM,ANA,20220122090000,TS,-17.6,49.4,-1,33,1004
2022020S13060,2022,3,SI,MM,ANA,20220122120000,TS,-17.5,48.4,-1,30,1003
2022020S13060,2022,3,SI,MM,ANA,20220122150000,TS,-17.4,47.6,-1,28,1003
2022020S13060,2022,3,SI,MM,ANA,20220122180000,TS,-17.2,46.9,-1,25,1003
2022020S13060,2022,3,SI,MM,ANA,20220122210000,TS,-16.9,46.4,-1,23,1005
2022020S13060,2022,3,SI,MM,ANA,20220123000000,DS,-16.5,46.0,-3,20,1006
2022020S13060,2022,3,SI,MM,ANA,20220123030000,DS,-16.2,45.7,-3,25,1005
2022020S13060,2022,3,SI,MM,ANA,20220123060000,TS,-16.0,45.3,-1,30,1003
2022020S13060,2022,3,SI,MM,ANA,20220123090000,TS,-15.7,44.9,-1,33,1003
2022020S13060,2022,3,SI,MM,ANA,20220123120000,TS,-15.6,44.4,0,35,1002
2022020S13060,2022,3,SI,MM,ANA,20220123150000,TS,-15.7,44.0,0,35,1001
2022020S13060,2022,3,SI,MM,ANA,20220123180000,TS,-15.8,43.5,0,35,1000
2022020S13060,2022,3,SI,MM,ANA,20220123210000,TS,-15.9,42.9,0,40,998
2022020S13060,2022,3,SI,MM,ANA,20220124000000,TS,-16.0,42.1,0,45,996
2022020S13060,2022,3,SI,MM,ANA,20220124030000,TS,-16.1,41.2,0,48,995
2022020S13060,2022,3,SI,MM,ANA,20220124060000,TS,-16.2,40.3,0,50,994
2022020S13060,2022,3,SI,MM,ANA,20220124090000,TS,-16.3,39.5,0,48,995
2022020S13060,2022,3,SI,MM,ANA,20220124120000,TS,-16.4,38.7,0,45,996
2022020S13060,2022,3,SI,MM,ANA,20220124150000,TS,-16.5,38.0,0,40,999
2022020S13060,2022,3,SI,MM,ANA,20220124180000,TS,-16.6,37.1,0,35,1001
2022020S13060,2022,3,SI,MM,ANA,20220124210000,TS,-16.8,35.9,-1,30,1004
2022020S13060,2022,3,SI,MM,ANA,20220125000000,TS,-16.9,34.8,-1,25,1006
2022020S13060,2022,3,SI,MM,ANA,20220125030000,TS,-16.9,34.0,-1,23,1006
2022020S13060,2022,3,SI,MM,ANA,20220125060000,DS,-16.7,33.4,-3,20,1005
2022020S13060,2022,3,SI,MM,ANA,20220125090000,NR,,,-3,,
2022020S13060,2022,3,SI,MM,ANA,20220125120000,NR,,,-5,,
2022024S09090,2022,4,SI,MM,BATSIRAI,20220124000000,DS,,,-5,,
2022024S09090,2022,4,SI,MM,BATSIRAI,20220124030000,DS,,,-5,,
2022024S09090,2022,4,SI,MM,BATSIRAI,20220124060000,DS,,,-5,,
2022024S09090,2022,4,SI,MM,BATSIRAI,20220124090000,DS,,,-5,,
2022024S09090,2022,4,SI,MM,BATSIRAI,20220124120000,TS,,,-5,,
2022024S09090,2022,4,SI,MM,BATSIRAI,20220124150000,TS,,,-5,,
2022024S09090,2022,4,SI,MM,BATSIRAI,20220124180000,TS,,,-5,,
2022024S09090,2022,4,SI,WA,BATSIRAI,20220124210000,TS,,,-5,,
2022024S09090,2022,4,SI,WA,BATSIRAI,20220125000000,TS,,,-5,,
2022024S09090,2022,4,SI,WA,BATSIRAI,20220125030000,TS,,,-5,,
2022024S09090,2022,4,SI,WA,BATSIRAI,20220125060000,MX,-11.4,90.6,-3,20,1003
2022024S09090,2022,4,SI,WA,BATSIRAI,20220125090000,MX,-11.7,90.9,-3,20,1003
2022024S09090,2022,4,SI,WA,BATSIRAI,20220125120000,MX,-12.1,91.0,-3,20,1003
2022024S09090,2022,4,SI,WA,BATSIRAI,20220125150000,MX,-12.7,90.9,-3,23,1004
2022024S09090,2022,4,SI,WA,BATSIRAI,20220125180000,TS,-13.4,90.5,-1,25,1005
2022024S09090,2022,4,SI,MM,BATSIRAI,20220125210000,TS,-13.8,90.0,-1,28,1004
2022024S09090,2022,4,SI,MM,BATSIRAI,20220126000000,TS,-14.1,89.4,-1,30,1003
2022024S09090,2022,4,SI,MM,BATSIRAI,20220126030000,TS,-14.4,88.7,-1,30,1002
2022024S09090,2022,4,SI,MM,BATSIRAI,20220126060000,TS,-14.6,87.9,-1,30,1000
2022024S09090,2022,4,SI,MM,BATSIRAI,20220126090000,TS,-14.7,87.4,-1,30,1000
2022024S09090,2022,4,SI,MM,BATSIRAI,20220126120000,TS,-14.9,86.8,-1,30,1000
2022024S09090,2022,4,SI,MM,BATSIRAI,20220126150000,TS,-15.2,85.9,-1,30,1000
2022024S09090,2022,4,SI,MM,BATSIRAI,20220126180000,TS,-15.6,84.9,-1,30,1000
2022024S09090,2022,4,SI,MM,BATSIRAI,20220126210000,TS,-15.8,84.1,0,35,1000
2022024S09090,2022,4,SI,MM,BATSIRAI,20220127000000,TS,-16.1,83.4,0,40,999
2022024S09090,2022,4,SI,MM,BATSIRAI,20220127030000,TS,-16.4,82.6,0,45,997
2022024S09090,2022,4,SI,MM,BATSIRAI,20220127060000,TS,-16.8,81.8,0,50,995
2022024S09090,2022,4,SI,MM,BATSIRAI,20220127090000,TS,-17.4,80.8,1,70,983
2022024S09090,2022,4,SI,MM,BATSIRAI,20220127120000,TS,-17.9,79.7,2,90,970
2022024S09090,2022,4,SI,MM,BATSIRAI,20220127150000,TS,-18.2,78.7,1,78,979
2022024S09090,2022,4,SI,MM,BATSIRAI,20220127180000,TS,-18.4,77.8,1,65,987
2022024S09090,2022,4,SI,MM,BATSIRAI,20220127210000,TS,-18.7,76.9,0,55,992
2022024S09090,2022,4,SI,MM,BATSIRAI,20220128000000,TS,-18.9,76.0,0,45,997
2022024S09090,2022,4,SI,MM,BATSIRAI,20220128030000,TS,-18.8,75.2,0,45,997
2022024S09090,2022,4,SI,MM,BATSIRAI,20220128060000,TS,-18.6,74.5,0,45,997
2022024S09090,2022,4,SI,MM,BATSIRAI,20220128090000,TS,-18.5,73.9,0,48,996
2022024S09090,2022,4,SI,MM,BATSIRAI,20220128120000,TS,-18.4,73.4,0,50,995
2022024S09090,2022,4,SI,MM,BATSIRAI,20220128150000,TS,-18.3,72.9,0,53,994
2022024S09090,2022,4,SI,MM,BATSIRAI,20220128180000,TS,-18.3,72.5,0,55,993
2022024S09090,2022,4,SI,MM,BATSIRAI,20220128210000,TS,-18.3,72.1,0,55,993
2022024S09090,2022,4,SI,MM,BATSIRAI,20220129000000,TS,-18.3,71.6,0,55,992
2022024S09090,2022,4,SI,MM,BATSIRAI,20220129030000,TS,-18.2,71.1,0,55,992
2022024S09090,2022,4,SI,MM,BATSIRAI,20220129060000,TS,-18.1,70.6,0,55,991
2022024S09090,2022,4,SI,MM,BATSIRAI,20220129090000,TS,-18.0,70.2,1,65,985
2022024S09090,2022,4,SI,MM,BATSIRAI,20220129120000,TS,-17.9,69.8,1,75,979
2022024S09090,2022,4,SI,MM,BATSIRAI,20220129150000,TS,-17.9,69.5,1,78,977
2022024S09090,2022,4,SI,MM,BATSIRAI,20220129180000,TS,-17.8,69.1,1,80,975
2022024S09090,2022,4,SI,MM,BATSIRAI,20220129210000,TS,-17.7,68.6,2,85,970
2022024S09090,2022,4,SI,MM,BATSIRAI,20220130000000,TS,-17.5,68.1,2,90,964
2022024S09090,2022,4,SI,MM,BATSIRAI,20220130030000,TS,-17.3,67.6,2,93,962
2022024S09090,2022,4,SI,MM,BATSIRAI,20220130060000,TS,-17.1,67.1,2,95,960
2022024S09090,2022,4,SI,MM,BATSIRAI,20220130090000,TS,-16.8,66.5,2,95,961
2022024S09090,2022,4,SI,MM,BATSIRAI,20220130120000,TS,-16.6,65.9,2,95,961
2022024S09090,2022,4,SI,MM,BATSIRAI,20220130150000,TS,-16.5,65.6,2,93,963
2022024S09090,2022,4,SI,MM,BATSIRAI,20220130180000,TS,-16.5,65.3,2,90,965
2022024S09090,2022,4,SI,MM,BATSIRAI,20220130210000,TS,-16.4,64.9,2,90,966
2022024S09090,2022,4,SI,MM,BATSIRAI,20220131000000,TS,-16.3,64.5,2,90,966
2022024S09090,2022,4,SI,MM,BATSIRAI,20220131030000,TS,-16.1,64.1,2,88,968
2022024S09090,2022,4,SI,MM,BATSIRAI,20220131060000,TS,-15.9,63.8,2,85,970
2022024S09090,2022,4,SI,MM,BATSIRAI,20220131090000,TS,-15.8,63.5,1,80,974
2022024S09090,2022,4,SI,MM,BATSIRAI,20220131120000,TS,-15.8,63.2,1,75,977
2022024S09090,2022,4,SI,MM,BATSIRAI,20220131150000,TS,-15.9,63.0,1,70,980
2022024S09090,2022,4,SI,MM,BATSIRAI,20220131180000,TS,-16.0,62.8,1,65,982
2022024S09090,2022,4,SI,MM,BATSIRAI,20220131210000,TS,-16.2,62.6,1,65,982
2022024S09090,2022,4,SI,MM,BATSIRAI,20220201000000,TS,-16.4,62.2,1,65,981
2022024S09090,2022,4,SI,MM,BATSIRAI,20220201030000,TS,-16.6,61.6,1,68,980
2022024S09090,2022,4,SI,MM,BATSIRAI,20220201060000,TS,-16.8,61.0,1,70,979
2022024S09090,2022,4,SI,MM,BATSIRAI,20220201090000,TS,-16.9,60.5,1,75,976
2022024S09090,2022,4,SI,MM,BATSIRAI,20220201120000,TS,-17.1,60.0,1,80,972
2022024S09090,2022,4,SI,MM,BATSIRAI,20220201150000,TS,-17.3,59.5,2,85,971
2022024S09090,2022,4,SI,MM,BATSIRAI,20220201180000,TS,-17.5,59.1,2,90,969
2022024S09090,2022,4,SI,MM,BATSIRAI,20220201210000,TS,-17.8,58.7,3,98,962
2022024S09090,2022,4,SI,MM,BATSIRAI,20220202000000,TS,-18.1,58.3,3,105,954
2022024S09090,2022,4,SI,MM,BATSIRAI,20220202030000,TS,-18.4,58.0,4,113,946
2022024S09090,2022,4,SI,MM,BATSIRAI,20220202060000,TS,-18.6,57.6,4,120,938
2022024S09090,2022,4,SI,MM,BATSIRAI,20220202090000,TS,-18.7,57.1,4,123,935
2022024S09090,2022,4,SI,MM,BATSIRAI,20220202120000,TS,-18.8,56.7,4,125,932
